id,text_for_llm
6371,"Employee 6371 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Large Enterprise."
6372,"Employee 6372 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
6373,"Employee 6373 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
6374,"Employee 6374 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
6375,"Employee 6375 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Mid-sized Company."
6376,"Employee 6376 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Product-based Company."
6377,"Employee 6377 is a Female working as a Experienced in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6378,"Employee 6378 is a Female working as a Working professional in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Consultancy Firm."
6379,"Employee 6379 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
6380,"Employee 6380 is a Male working as a Fresher in the Finance sector. Based in a City area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Startup (early-stage)."
6381,"Employee 6381 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Contract / Temporary Employment."
6382,"Employee 6382 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Startup (early-stage)."
6383,"Employee 6383 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Non-Profit / NGO."
6384,"Employee 6384 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Startup (early-stage)."
6385,"Employee 6385 is a Female working as a Experienced in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Mid-sized Company."
6386,"Employee 6386 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Government Organization."
6387,"Employee 6387 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
6388,"Employee 6388 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Mid-sized Company."
6389,"Employee 6389 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6390,"Employee 6390 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Startup (early-stage)."
6391,"Employee 6391 is a Female working as a Intermediate in the IT sector. Based in a Rural area, they have a High School degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
6392,"Employee 6392 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6393,"Employee 6393 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
